,timestamp,owner,target,friendship,romance,interaction_score,statuses
220,0002-08-01T00:00.000z,6,137,0,0,3,
221,0002-08-01T00:00.000z,6,131,0,0,3,
222,0002-08-01T00:00.000z,6,27,0,0,3,
223,0002-08-01T00:00.000z,6,130,0,0,3,
224,0002-08-01T00:00.000z,6,148,0,0,3,
225,0002-08-01T00:00.000z,6,2,0,0,3,
226,0002-08-01T00:00.000z,6,31,0,0,3,
227,0002-08-01T00:00.000z,6,138,0,0,3,
228,0002-08-01T00:00.000z,6,38,0,0,3,
229,0002-08-01T00:00.000z,6,142,0,0,3,
230,0002-08-01T00:00.000z,6,135,0,0,3,
231,0002-09-01T00:00.000z,6,7,80,0,1,ParentOf
232,0002-09-01T00:00.000z,6,11,80,0,1,ParentOf
233,0002-09-01T00:00.000z,6,17,80,0,1,ParentOf
234,0002-09-01T00:00.000z,6,4,0,0,3,
235,0002-09-01T00:00.000z,6,3,0,0,3,
236,0002-09-01T00:00.000z,6,26,0,0,3,
237,0002-09-01T00:00.000z,6,42,0,0,3,
238,0002-09-01T00:00.000z,6,40,0,0,3,
239,0002-09-01T00:00.000z,6,137,0,0,3,
240,0002-09-01T00:00.000z,6,131,0,0,3,
241,0002-09-01T00:00.000z,6,27,0,0,3,
242,0002-09-01T00:00.000z,6,130,0,0,3,
243,0002-09-01T00:00.000z,6,148,0,0,3,
244,0002-09-01T00:00.000z,6,2,0,0,3,
245,0002-09-01T00:00.000z,6,31,0,0,3,
246,0002-09-01T00:00.000z,6,138,0,0,3,
247,0002-09-01T00:00.000z,6,38,0,0,3,
248,0002-09-01T00:00.000z,6,142,0,0,3,
249,0002-09-01T00:00.000z,6,135,0,0,3,
250,0002-10-01T00:00.000z,6,7,83,0,1,ParentOf
251,0002-10-01T00:00.000z,6,11,83,0,1,ParentOf
252,0002-10-01T00:00.000z,6,17,83,0,1,ParentOf
253,0002-10-01T00:00.000z,6,4,0,0,3,
254,0002-10-01T00:00.000z,6,3,0,0,3,
255,0002-10-01T00:00.000z,6,26,0,0,3,
256,0002-10-01T00:00.000z,6,42,0,0,3,
257,0002-10-01T00:00.000z,6,40,0,0,3,
258,0002-10-01T00:00.000z,6,137,0,0,3,
259,0002-10-01T00:00.000z,6,131,0,0,3,
260,0002-10-01T00:00.000z,6,27,0,0,3,
261,0002-10-01T00:00.000z,6,130,0,0,3,
262,0002-10-01T00:00.000z,6,148,0,0,3,
263,0002-10-01T00:00.000z,6,2,0,0,3,
264,0002-10-01T00:00.000z,6,31,0,0,3,
265,0002-10-01T00:00.000z,6,138,0,0,3,
266,0002-10-01T00:00.000z,6,38,0,0,3,
267,0002-10-01T00:00.000z,6,142,0,0,3,
268,0002-10-01T00:00.000z,6,135,0,0,3,
269,0002-11-01T00:00.000z,6,7,86,0,1,ParentOf
270,0002-11-01T00:00.000z,6,11,86,0,1,ParentOf
271,0002-11-01T00:00.000z,6,17,86,0,1,ParentOf
272,0002-11-01T00:00.000z,6,4,0,0,3,
273,0002-11-01T00:00.000z,6,3,0,0,3,
274,0002-11-01T00:00.000z,6,26,0,0,3,
275,0002-11-01T00:00.000z,6,42,0,0,3,
276,0002-11-01T00:00.000z,6,40,0,0,3,
277,0002-11-01T00:00.000z,6,137,0,0,3,
278,0002-11-01T00:00.000z,6,131,0,0,3,
279,0002-11-01T00:00.000z,6,27,0,0,3,
280,0002-11-01T00:00.000z,6,130,0,0,3,
281,0002-11-01T00:00.000z,6,148,0,0,3,
282,0002-11-01T00:00.000z,6,2,0,0,3,
283,0002-11-01T00:00.000z,6,31,0,0,3,
284,0002-11-01T00:00.000z,6,138,0,0,3,
285,0002-11-01T00:00.000z,6,38,0,0,3,
286,0002-11-01T00:00.000z,6,142,0,0,3,
287,0002-11-01T00:00.000z,6,135,0,0,3,
288,0002-12-01T00:00.000z,6,7,89,0,1,ParentOf
289,0002-12-01T00:00.000z,6,11,89,0,1,ParentOf
290,0002-12-01T00:00.000z,6,17,89,0,1,ParentOf
291,0002-12-01T00:00.000z,6,4,0,0,3,
292,0002-12-01T00:00.000z,6,3,0,0,3,
293,0002-12-01T00:00.000z,6,26,0,0,3,
294,0002-12-01T00:00.000z,6,42,0,0,3,
295,0002-12-01T00:00.000z,6,40,0,0,3,
296,0002-12-01T00:00.000z,6,137,0,0,3,
297,0002-12-01T00:00.000z,6,131,0,0,3,
298,0002-12-01T00:00.000z,6,27,0,0,3,
299,0002-12-01T00:00.000z,6,130,0,0,3,
300,0002-12-01T00:00.000z,6,148,0,0,3,
301,0002-12-01T00:00.000z,6,2,0,0,3,
302,0002-12-01T00:00.000z,6,31,0,0,3,
303,0002-12-01T00:00.000z,6,138,0,0,3,
304,0002-12-01T00:00.000z,6,38,0,0,3,
305,0002-12-01T00:00.000z,6,142,0,0,3,
306,0002-12-01T00:00.000z,6,135,0,0,3,
307,0003-01-01T00:00.000z,6,7,92,0,1,ParentOf
308,0003-01-01T00:00.000z,6,11,92,0,1,ParentOf
309,0003-01-01T00:00.000z,6,17,92,0,1,ParentOf
310,0003-01-01T00:00.000z,6,4,0,0,3,
311,0003-01-01T00:00.000z,6,3,0,0,3,
312,0003-01-01T00:00.000z,6,26,0,0,3,
313,0003-01-01T00:00.000z,6,42,0,0,3,
314,0003-01-01T00:00.000z,6,40,0,0,3,
315,0003-01-01T00:00.000z,6,137,0,0,3,
316,0003-01-01T00:00.000z,6,131,0,0,3,
317,0003-01-01T00:00.000z,6,27,0,0,3,
318,0003-01-01T00:00.000z,6,130,0,0,3,
319,0003-01-01T00:00.000z,6,148,0,0,3,
320,0003-01-01T00:00.000z,6,2,0,0,3,
321,0003-01-01T00:00.000z,6,31,0,0,3,
322,0003-01-01T00:00.000z,6,138,0,0,3,
323,0003-01-01T00:00.000z,6,38,0,0,3,
324,0003-01-01T00:00.000z,6,142,0,0,3,
325,0003-01-01T00:00.000z,6,135,0,0,3,
326,0003-02-01T00:00.000z,6,7,95,0,1,ParentOf
327,0003-02-01T00:00.000z,6,11,95,0,1,ParentOf
328,0003-02-01T00:00.000z,6,17,95,0,1,ParentOf
329,0003-02-01T00:00.000z,6,4,0,0,3,
330,0003-02-01T00:00.000z,6,3,0,0,3,
331,0003-02-01T00:00.000z,6,26,0,0,3,
332,0003-02-01T00:00.000z,6,42,0,0,3,
333,0003-02-01T00:00.000z,6,40,0,0,3,
334,0003-02-01T00:00.000z,6,137,0,0,3,
335,0003-02-01T00:00.000z,6,131,0,0,3,
336,0003-02-01T00:00.000z,6,27,0,0,3,
337,0003-02-01T00:00.000z,6,130,0,0,3,
338,0003-02-01T00:00.000z,6,148,0,0,3,
339,0003-02-01T00:00.000z,6,2,0,0,3,
340,0003-02-01T00:00.000z,6,31,0,0,3,
341,0003-02-01T00:00.000z,6,138,0,0,3,
342,0003-02-01T00:00.000z,6,38,0,0,3,
343,0003-02-01T00:00.000z,6,142,0,0,3,
344,0003-02-01T00:00.000z,6,135,0,0,3,
345,0003-03-01T00:00.000z,6,7,98,0,1,ParentOf
346,0003-03-01T00:00.000z,6,11,98,0,1,ParentOf
347,0003-03-01T00:00.000z,6,17,98,0,1,ParentOf
348,0003-03-01T00:00.000z,6,4,0,0,3,
349,0003-03-01T00:00.000z,6,3,0,0,3,
350,0003-03-01T00:00.000z,6,26,0,0,3,
351,0003-03-01T00:00.000z,6,42,0,0,3,
352,0003-03-01T00:00.000z,6,40,0,0,3,
353,0003-03-01T00:00.000z,6,137,0,0,3,
